姓名,性別,年紀,體重,chest_max,shoulder_max,hand_max,back_max,belly_max,leg_max,胸體力值,肩體力值,手體力值,背體力值,腹體力值,腿體力值,菜單,菜單評分,難度
User_7312,0,22,69.3,326,269,250,347,384,222,326,269,250,347,384,222,"{'chest_menu': ['啞鈴飛鳥'], 'back_menu': [], 'shoulder_menu': ['前平舉'], 'hand_menu': ['法式推舉'], 'leg_menu': ['小腿提踵'], 'belly_menu': ['眼鏡蛇式']}",5.894973744635785,2
User_7313,0,59,75.2,392,456,283,409,489,276,392,456,283,409,489,276,"{'chest_menu': ['跪姿伏地挺身'], 'back_menu': [], 'shoulder_menu': ['YTWL肩部訓練'], 'hand_menu': [], 'leg_menu': [], 'belly_menu': []}",2.628126450518803,1
User_7314,1,50,65.3,219,404,328,459,433,491,219,404,328,459,433,491,"{'chest_menu': [], 'back_menu': [], 'shoulder_menu': ['YTWL肩部訓練'], 'hand_menu': ['彈力帶三頭肌伸展', '彈力帶二頭肌彎舉'], 'leg_menu': [], 'belly_menu': ['毛巾捲腹']}",5.3312035340748345,1
User_7315,0,42,72.2,433,266,428,240,223,213,433,266,428,240,223,213,"{'chest_menu': ['啞鈴飛鳥', '臥推'], 'back_menu': ['滑輪下拉', '反向划船'], 'shoulder_menu': ['坐姿啞鈴肩推'], 'hand_menu': ['鎚式彎舉'], 'leg_menu': ['保加利亞分腿蹲'], 'belly_menu': ['懸垂舉腿', '俄羅斯轉體']}",11.05821137904012,5
User_7316,1,28,89.5,263,498,467,416,438,280,263,498,467,416,438,280,"{'chest_menu': ['啞鈴飛鳥'], 'back_menu': ['T槓划船', '反向高位下拉'], 'shoulder_menu': ['坐姿啞鈴肩推'], 'hand_menu': ['Zottman彎舉', '集中彎舉', '彈力帶二頭肌彎舉'], 'leg_menu': ['臀橋'], 'belly_menu': ['懸垂舉腿']}",11.79310183358983,5
User_7317,0,43,66.0,207,212,225,311,350,233,207,212,225,311,350,233,"{'chest_menu': [], 'back_menu': [], 'shoulder_menu': [], 'hand_menu': [], 'leg_menu': ['踢腿'], 'belly_menu': []}",0.7787583989310445,1
User_7318,1,65,55.6,248,383,309,419,230,358,248,383,309,419,230,358,"{'chest_menu': ['彈力帶胸部推舉'], 'back_menu': ['划船'], 'shoulder_menu': ['蝴蝶機反向飛鳥', '側平舉', '面朝下肩部伸展'], 'hand_menu': ['鎚式彎舉', '過頭啞鈴伸展'], 'leg_menu': ['側弓步', '驢子踢腿'], 'belly_menu': ['鳥狗式']}",12.30275964633763,3
User_7319,0,18,56.9,432,215,476,394,482,262,432,215,476,394,482,262,"{'chest_menu': [], 'back_menu': [], 'shoulder_menu': ['前平舉', '面朝下肩部伸展'], 'hand_menu': [], 'leg_menu': ['小腿提踵'], 'belly_menu': ['超人式']}",4.72347971349926,1
User_7320,1,43,89.5,486,494,328,406,260,376,486,494,328,406,260,376,"{'chest_menu': ['彈力帶胸部推舉'], 'back_menu': [], 'shoulder_menu': ['俯身側平舉'], 'hand_menu': ['集中彎舉'], 'leg_menu': [], 'belly_menu': []}",4.412564121926139,2
User_7321,0,51,61.4,245,498,445,261,281,272,245,498,445,261,281,272,"{'chest_menu': ['啞鈴臥推', '上斜啞鈴臥推'], 'back_menu': [], 'shoulder_menu': ['蝴蝶機反向飛鳥'], 'hand_menu': ['反向握法彎舉', '法式推舉'], 'leg_menu': ['箱式深蹲', '側臥抬腿'], 'belly_menu': ['仰臥抬腿', '羅馬椅仰臥起坐']}",10.249969308153403,3
User_7322,1,48,88.9,446,200,420,256,397,384,446,200,420,256,397,384,"{'chest_menu': ['啞鈴臥推', '吊環飛鳥', '跪姿伏地挺身', '上斜啞鈴臥推', '窄距伏地挺身', '蜘蛛人伏地挺身'], 'back_menu': ['繩索下拉'], 'shoulder_menu': ['肩上推舉'], 'hand_menu': ['集中彎舉'], 'leg_menu': ['小腿提踵'], 'belly_menu': ['仰臥抬腿', '俄羅斯轉體']}",15.355309338343863,5
User_7323,0,40,71.3,404,489,266,303,431,237,404,489,266,303,431,237,"{'chest_menu': [], 'back_menu': [], 'shoulder_menu': ['YTWL肩部訓練'], 'hand_menu': [], 'leg_menu': ['後踢腿'], 'belly_menu': ['棒式側邊抬腿', '提膝仰臥起坐']}",3.9515248530725025,1
User_7324,1,64,67.8,457,333,211,383,364,467,457,333,211,383,364,467,"{'chest_menu': ['啞鈴臥推', '窄距伏地挺身', '繩索交叉', '上斜槓鈴臥推', '窄距臥推'], 'back_menu': ['引體向上', '吊環引體向上', '划船', '寬握引體向上', 'T槓划船'], 'shoulder_menu': ['啞鈴推舉'], 'hand_menu': ['鋼索三頭肌下壓'], 'leg_menu': ['膝蓋深蹲'], 'belly_menu': ['懸垂舉腿', '超人式']}",19.741223682693494,4
User_7325,0,20,63.2,443,318,265,293,250,455,443,318,265,293,250,455,"{'chest_menu': ['窄距伏地挺身', '上斜啞鈴臥推', '蝴蝶機夾胸', '蜘蛛人伏地挺身'], 'back_menu': ['坐姿划船'], 'shoulder_menu': ['俯身側平舉'], 'hand_menu': ['鋼索三頭肌下壓', '鎚式彎舉', '啞鈴過頭伸展'], 'leg_menu': ['六角槓硬舉', '羅馬尼亞硬舉'], 'belly_menu': ['傑克刀']}",15.036448286848014,4
User_7326,1,22,74.8,253,311,497,333,370,303,253,311,497,333,370,303,"{'chest_menu': ['啞鈴臥推', '啞鈴飛鳥', '窄距伏地挺身', '蝴蝶機夾胸'], 'back_menu': ['地雷管划船'], 'shoulder_menu': ['啞鈴推舉', '面朝下肩部伸展', '蝴蝶機反向飛鳥', '側平舉', 'T字俯臥撐'], 'hand_menu': ['三頭伸展'], 'leg_menu': ['腿部推舉'], 'belly_menu': ['仰臥抬腿']}",16.428515790083118,5
User_7327,1,26,92.6,407,245,480,410,228,307,407,245,480,410,228,307,"{'chest_menu': ['史密斯臥推'], 'back_menu': ['划船'], 'shoulder_menu': ['臉拉', '坐姿啞鈴肩推'], 'hand_menu': ['過頭啞鈴伸展'], 'leg_menu': ['側臥抬腿'], 'belly_menu': []}",7.632271433192639,3
User_7328,0,38,72.1,427,364,219,475,411,221,427,364,219,475,411,221,"{'chest_menu': ['窄距伏地挺身', '彈力帶胸部推舉'], 'back_menu': [], 'shoulder_menu': ['啞鈴推舉', 'T字俯臥撐', '臉拉'], 'hand_menu': ['鋼索三頭肌下壓', '骷髏破碎機', '三頭伸展'], 'leg_menu': [], 'belly_menu': ['毛巾捲腹', '棒式側邊抬腿']}",12.545257062469965,2
User_7329,1,52,68.0,346,464,278,250,384,384,346,464,278,250,384,384,"{'chest_menu': [], 'back_menu': [], 'shoulder_menu': ['YTWL肩部訓練'], 'hand_menu': [], 'leg_menu': ['膝蓋深蹲'], 'belly_menu': []}",2.2290019574285473,1
User_7330,0,19,53.1,492,324,205,279,460,384,492,324,205,279,460,384,"{'chest_menu': ['彈力帶胸部推舉'], 'back_menu': [], 'shoulder_menu': ['啞鈴推舉', 'YTWL肩部訓練'], 'hand_menu': ['骷髏破碎機', '三頭伸展'], 'leg_menu': ['俄羅斯深蹲'], 'belly_menu': []}",7.416307302552168,2
User_7331,0,52,86.3,325,209,294,423,478,406,325,209,294,423,478,406,"{'chest_menu': ['Cable機器飛鳥', '啞鈴臥推'], 'back_menu': ['滑輪下拉'], 'shoulder_menu': ['坐姿啞鈴肩推', '肩上推舉', '啞鈴推舉'], 'hand_menu': ['Zottman彎舉'], 'leg_menu': ['腿部推舉', '深蹲'], 'belly_menu': ['藥球傳遞']}",12.632041720518389,5
User_7332,0,53,98.5,499,209,473,435,333,225,499,209,473,435,333,225,"{'chest_menu': ['Cable機器飛鳥'], 'back_menu': ['Cable機器划船', '坐姿划船'], 'shoulder_menu': ['阿諾推舉'], 'hand_menu': ['Zottman彎舉'], 'leg_menu': ['踢腿'], 'belly_menu': ['藥球傳遞', '腹肌滾輪']}",10.201821188573419,5
User_7333,1,23,74.2,386,400,467,261,280,471,386,400,467,261,280,471,"{'chest_menu': ['蝴蝶機夾胸', '上斜啞鈴臥推'], 'back_menu': ['反向高位下拉'], 'shoulder_menu': ['側平舉'], 'hand_menu': ['啞鈴過頭伸展'], 'leg_menu': ['彈力帶深蹲'], 'belly_menu': ['俄羅斯轉體', '眼鏡蛇式']}",9.419800932382012,4
User_7334,0,24,70.8,225,312,309,341,346,249,225,312,309,341,346,249,"{'chest_menu': [], 'back_menu': [], 'shoulder_menu': ['YTWL肩部訓練'], 'hand_menu': [], 'leg_menu': [], 'belly_menu': ['鳥狗式']}",2.545903727498432,1
User_7335,0,37,76.9,440,381,297,291,259,221,440,381,297,291,259,221,"{'chest_menu': ['跪姿伏地挺身', '窄距伏地挺身'], 'back_menu': ['Cable機器划船', '坐姿划船'], 'shoulder_menu': ['俯身側平舉', '槓鈴肩推', '面朝下肩部伸展', 'T字俯臥撐', '肩上推舉'], 'hand_menu': ['二頭彎舉'], 'leg_menu': ['後踢腿'], 'belly_menu': ['藥球傳遞', '傑克刀', '仰臥抬腿']}",17.41977139528353,3
User_7336,1,49,51.5,448,445,230,257,369,427,448,445,230,257,369,427,"{'chest_menu': ['吊環飛鳥', '啞鈴飛鳥'], 'back_menu': ['單臂啞鈴划船'], 'shoulder_menu': [], 'hand_menu': ['集中彎舉'], 'leg_menu': ['側臥抬腿', '抬腿'], 'belly_menu': ['棒式側邊抬腿', '羅馬椅仰臥起坐', '仰臥抬腿', '毛巾捲腹']}",11.112747230943528,2
User_7337,0,58,62.8,432,413,334,361,400,213,432,413,334,361,400,213,"{'chest_menu': ['窄距臥推', '繩索交叉'], 'back_menu': ['反向划船'], 'shoulder_menu': ['阿諾推舉'], 'hand_menu': ['集中彎舉'], 'leg_menu': ['髖部推力'], 'belly_menu': ['提膝仰臥起坐']}",9.009122622839488,3
User_7338,0,20,58.5,360,202,485,305,409,337,360,202,485,305,409,337,"{'chest_menu': ['窄距伏地挺身', '吊環飛鳥'], 'back_menu': [], 'shoulder_menu': ['臉拉'], 'hand_menu': ['過頭啞鈴伸展', '鋼索三頭肌下壓'], 'leg_menu': [], 'belly_menu': ['鳥狗式', '藥球傳遞']}",9.050330144395932,2
User_7339,0,25,94.2,261,450,258,405,248,202,261,450,258,405,248,202,"{'chest_menu': ['跪姿伏地挺身'], 'back_menu': [], 'shoulder_menu': ['啞鈴推舉'], 'hand_menu': ['彈力帶三頭肌伸展'], 'leg_menu': ['側臥抬腿'], 'belly_menu': ['眼鏡蛇式']}",5.520311208152583,2
User_7340,0,62,59.9,204,274,395,202,327,314,204,274,395,202,327,314,"{'chest_menu': ['啞鈴飛鳥', '窄距臥推', '彈力帶胸部推舉'], 'back_menu': ['繩索下拉', '划船', '地雷管划船'], 'shoulder_menu': ['站姿啞鈴肩推'], 'hand_menu': ['二頭彎舉'], 'leg_menu': ['體前屈'], 'belly_menu': ['俄羅斯轉體']}",12.698624009739897,3
User_7341,1,53,58.7,352,469,353,482,413,313,352,469,353,482,413,313,"{'chest_menu': ['史密斯臥推'], 'back_menu': ['反向划船', '單臂高位下拉', '單臂啞鈴划船', 'Cable機器划船'], 'shoulder_menu': ['前平舉', '坐姿啞鈴肩推'], 'hand_menu': ['過頭啞鈴伸展', '三頭伸展', '彈力帶三頭肌伸展', '反手彎舉', '反向握法彎舉'], 'leg_menu': ['側弓步', '硬舉'], 'belly_menu': ['超人式', '毛巾捲腹']}",19.64696318990332,5
User_7342,1,47,78.0,213,243,265,273,449,461,213,243,265,273,449,461,"{'chest_menu': [], 'back_menu': [], 'shoulder_menu': [], 'hand_menu': [], 'leg_menu': ['踢腿'], 'belly_menu': ['毛巾捲腹']}",1.8744185679319738,1
User_7343,0,49,63.2,335,381,364,328,433,237,335,381,364,328,433,237,"{'chest_menu': ['彈力帶胸部推舉'], 'back_menu': ['單臂高位下拉'], 'shoulder_menu': ['側平舉'], 'hand_menu': ['Zottman彎舉'], 'leg_menu': ['側弓步'], 'belly_menu': ['瑞士球捲腹']}",7.074829268645288,2
User_7344,0,35,82.4,283,220,290,307,454,375,283,220,290,307,454,375,"{'chest_menu': [], 'back_menu': [], 'shoulder_menu': ['YTWL肩部訓練'], 'hand_menu': ['彈力帶三頭肌伸展'], 'leg_menu': [], 'belly_menu': ['超人式']}",3.9385536307866333,1
User_7345,0,19,93.0,233,234,266,493,493,301,233,234,266,493,493,301,"{'chest_menu': [], 'back_menu': [], 'shoulder_menu': ['YTWL肩部訓練'], 'hand_menu': [], 'leg_menu': [], 'belly_menu': []}",1.4502435584975029,1
User_7346,0,38,54.0,372,261,474,223,495,483,372,261,474,223,495,483,"{'chest_menu': ['上斜啞鈴臥推', '吊環飛鳥', 'Cable機器飛鳥'], 'back_menu': ['單臂高位下拉', '繩索下拉'], 'shoulder_menu': ['阿諾推舉', '側平舉'], 'hand_menu': ['骷髏破碎機', '彈力帶二頭肌彎舉'], 'leg_menu': ['單腿硬舉'], 'belly_menu': ['懸吊式抬腿']}",14.100697575964777,5
User_7347,1,59,68.3,269,347,315,285,293,396,269,347,315,285,293,396,"{'chest_menu': [], 'back_menu': [], 'shoulder_menu': [], 'hand_menu': ['彈力帶三頭肌伸展'], 'leg_menu': [], 'belly_menu': []}",1.392649903288201,1
User_7348,1,41,99.6,332,255,444,381,453,489,332,255,444,381,453,489,"{'chest_menu': ['吊環飛鳥'], 'back_menu': ['單臂高位下拉', '單臂啞鈴划船'], 'shoulder_menu': [], 'hand_menu': ['啞鈴過頭伸展', '反手彎舉'], 'leg_menu': ['反向弓箭步'], 'belly_menu': ['提膝仰臥起坐']}",8.368464229271952,2
User_7349,1,40,82.6,203,221,231,487,262,237,203,221,231,487,262,237,"{'chest_menu': ['彈力帶胸部推舉'], 'back_menu': ['直臂下拉'], 'shoulder_menu': ['臉拉', '肩上推舉', 'YTWL肩部訓練', '前平舉', '側平舉'], 'hand_menu': ['鋼索三頭肌下壓'], 'leg_menu': [], 'belly_menu': ['羅馬椅仰臥起坐']}",11.566659543930669,3
User_7350,0,22,51.5,450,225,343,419,372,321,450,225,343,419,372,321,"{'chest_menu': [], 'back_menu': ['地雷管划船'], 'shoulder_menu': ['YTWL肩部訓練', '側平舉', '前平舉'], 'hand_menu': ['Zottman彎舉', '集中彎舉', '三頭伸展'], 'leg_menu': ['靠牆深蹲'], 'belly_menu': ['V字起坐']}",11.837297866328921,3
User_7351,0,35,69.8,293,435,295,311,455,233,293,435,295,311,455,233,"{'chest_menu': ['跪姿伏地挺身', '繩索交叉'], 'back_menu': ['繩索下拉', '單臂高位下拉', '坐姿划船'], 'shoulder_menu': ['肩上推舉'], 'hand_menu': ['反手彎舉'], 'leg_menu': ['臀橋', '膝蓋深蹲', '小腿提踵'], 'belly_menu': ['瑞士球捲腹', 'V字起坐', '俄羅斯轉體', '眼鏡蛇式']}",15.849264543852936,3
User_7352,0,61,89.9,369,331,278,339,226,329,369,331,278,339,226,329,"{'chest_menu': ['吊環飛鳥'], 'back_menu': ['單臂高位下拉'], 'shoulder_menu': ['俯身側平舉'], 'hand_menu': ['反向握法彎舉', '彈力帶二頭肌彎舉'], 'leg_menu': ['髖部推力'], 'belly_menu': ['懸掛舉腿']}",8.5051459145495,5
User_7353,0,50,58.1,203,319,445,211,314,225,203,319,445,211,314,225,"{'chest_menu': ['繩索交叉'], 'back_menu': [], 'shoulder_menu': ['YTWL肩部訓練', '俯身側平舉', '前平舉'], 'hand_menu': ['Zottman彎舉', '三頭伸展', '彈力帶二頭肌彎舉', '過頭啞鈴伸展'], 'leg_menu': ['反向弓箭步'], 'belly_menu': ['提膝仰臥起坐']}",12.934398799535082,2
User_7354,1,53,70.9,372,300,207,247,218,330,372,300,207,247,218,330,"{'chest_menu': [], 'back_menu': [], 'shoulder_menu': ['臉拉'], 'hand_menu': ['反手彎舉'], 'leg_menu': ['靠牆深蹲'], 'belly_menu': ['藥球傳遞']}",4.6307833187253395,2
User_7355,1,48,87.1,207,271,372,482,497,480,207,271,372,482,497,480,"{'chest_menu': ['蜘蛛人伏地挺身', '啞鈴飛鳥', '上斜槓鈴臥推'], 'back_menu': ['繩索下拉'], 'shoulder_menu': ['臉拉'], 'hand_menu': ['骷髏破碎機', '彈力帶三頭肌伸展'], 'leg_menu': ['小腿提踵', '腿部推舉', '俄羅斯深蹲', '踢腿', '保加利亞分腿蹲'], 'belly_menu': ['懸掛舉腿', '俄羅斯轉體']}",15.697772914382636,4
User_7356,0,24,58.4,340,450,208,252,494,430,340,450,208,252,494,430,"{'chest_menu': ['彈力帶胸部推舉'], 'back_menu': ['繩索下拉', '地雷管划船'], 'shoulder_menu': ['前平舉'], 'hand_menu': ['反向握法彎舉'], 'leg_menu': ['側弓步'], 'belly_menu': ['提膝仰臥起坐']}",8.060031668165085,3
User_7357,1,57,59.0,466,261,284,236,480,442,466,261,284,236,480,442,"{'chest_menu': ['啞鈴臥推', '彈力帶胸部推舉', '臥推', '窄距臥推'], 'back_menu': [], 'shoulder_menu': ['蝴蝶機反向飛鳥'], 'hand_menu': ['鋼索三頭肌下壓', '反手彎舉'], 'leg_menu': ['髖部推力'], 'belly_menu': ['眼鏡蛇式']}",11.129220766571077,3
User_7358,0,65,72.4,348,433,264,293,302,414,348,433,264,293,302,414,"{'chest_menu': ['啞鈴飛鳥'], 'back_menu': ['直臂下拉', '單臂啞鈴划船', '繩索下拉'], 'shoulder_menu': ['側平舉'], 'hand_menu': ['骷髏破碎機'], 'leg_menu': ['箱式深蹲'], 'belly_menu': ['仰臥抬腿', '懸吊式抬腿', '腹肌滾輪', '鳥狗式']}",12.61342240595372,4
User_7359,1,35,81.6,320,336,331,213,492,220,320,336,331,213,492,220,"{'chest_menu': ['Cable機器飛鳥'], 'back_menu': [], 'shoulder_menu': ['坐姿啞鈴肩推', 'YTWL肩部訓練'], 'hand_menu': ['集中彎舉'], 'leg_menu': ['保加利亞分腿蹲', '彈力帶深蹲', '膝蓋深蹲'], 'belly_menu': ['傑克刀']}",9.407730591573793,3
User_7360,1,57,54.7,307,206,411,462,399,456,307,206,411,462,399,456,"{'chest_menu': ['Cable機器飛鳥'], 'back_menu': ['單臂啞鈴划船', '坐姿划船', '反向高位下拉'], 'shoulder_menu': ['肩上推舉', '俯身側平舉'], 'hand_menu': ['彈力帶二頭肌彎舉', '骷髏破碎機'], 'leg_menu': ['靠牆深蹲', '硬舉', '臀橋', '六角槓硬舉'], 'belly_menu': ['瑞士球捲腹']}",14.866231300032693,5
User_7361,1,56,64.2,314,293,241,357,441,450,314,293,241,357,441,450,"{'chest_menu': [], 'back_menu': [], 'shoulder_menu': [], 'hand_menu': [], 'leg_menu': [], 'belly_menu': ['提膝仰臥起坐']}",0.9391372877150822,1
User_7362,1,26,96.9,224,259,409,362,201,495,224,259,409,362,201,495,"{'chest_menu': [], 'back_menu': [], 'shoulder_menu': ['YTWL肩部訓練'], 'hand_menu': ['過頭啞鈴伸展'], 'leg_menu': ['膝蓋深蹲'], 'belly_menu': []}",3.6216518607167485,1
User_7363,0,60,64.7,427,284,237,328,306,219,427,284,237,328,306,219,"{'chest_menu': ['啞鈴飛鳥', '窄距伏地挺身'], 'back_menu': [], 'shoulder_menu': ['YTWL肩部訓練', '側平舉'], 'hand_menu': ['反向握法彎舉', '過頭啞鈴伸展'], 'leg_menu': [], 'belly_menu': []}",7.8242382321449595,2
User_7364,1,18,90.2,248,396,248,432,428,214,248,396,248,432,428,214,"{'chest_menu': ['啞鈴飛鳥'], 'back_menu': ['單臂啞鈴划船'], 'shoulder_menu': ['面朝下肩部伸展'], 'hand_menu': ['彈力帶三頭肌伸展'], 'leg_menu': ['保加利亞分腿蹲'], 'belly_menu': ['傑克刀']}",7.268811772402366,4
User_7365,0,45,76.7,357,444,467,330,287,352,357,444,467,330,287,352,"{'chest_menu': [], 'back_menu': [], 'shoulder_menu': ['T字俯臥撐', '蝴蝶機反向飛鳥', '俯身側平舉', 'YTWL肩部訓練'], 'hand_menu': ['反手彎舉'], 'leg_menu': ['體前屈'], 'belly_menu': ['瑞士球捲腹', '羅馬椅仰臥起坐']}",9.496556994038349,2
User_7366,1,24,55.0,329,408,379,371,250,436,329,408,379,371,250,436,"{'chest_menu': ['跪姿伏地挺身'], 'back_menu': [], 'shoulder_menu': [], 'hand_menu': ['骷髏破碎機'], 'leg_menu': [], 'belly_menu': ['藥球傳遞', '羅馬椅仰臥起坐', '提膝仰臥起坐']}",5.402434964933239,2
User_7367,0,36,83.2,315,292,460,415,453,427,315,292,460,415,453,427,"{'chest_menu': ['窄距臥推'], 'back_menu': ['T槓划船'], 'shoulder_menu': ['阿諾推舉', 'T字俯臥撐', '臉拉', '站姿啞鈴肩推', '俯身側平舉', '前平舉'], 'hand_menu': ['骷髏破碎機', '啞鈴過頭伸展'], 'leg_menu': ['驢子踢腿', '槓鈴過頭深蹲', '踢腿', '過頭深蹲', '六角槓硬舉', '箱式深蹲', '體前屈'], 'belly_menu': ['俄羅斯轉體', '龍旗', '仰臥抬腿', '藥球傳遞', '傑克刀']}",24.524584921294856,5
User_7368,1,26,75.3,484,439,289,291,368,256,484,439,289,291,368,256,"{'chest_menu': ['啞鈴臥推'], 'back_menu': ['繩索下拉', '反向划船'], 'shoulder_menu': ['肩上推舉'], 'hand_menu': ['反向握法彎舉'], 'leg_menu': ['彈力帶深蹲'], 'belly_menu': ['懸掛舉腿']}",8.348719558640159,5
User_7369,0,55,85.6,318,452,437,325,447,248,318,452,437,325,447,248,"{'chest_menu': ['跪姿伏地挺身'], 'back_menu': ['坐姿划船', '反向划船', 'Cable機器划船'], 'shoulder_menu': ['啞鈴推舉', '槓鈴肩推'], 'hand_menu': ['彈力帶三頭肌伸展', '鋼索三頭肌下壓'], 'leg_menu': ['六角槓硬舉', '保加利亞分腿蹲'], 'belly_menu': ['棒式側邊抬腿']}",13.4532838779063,4
User_7370,0,22,79.9,314,458,387,298,378,257,314,458,387,298,378,257,"{'chest_menu': ['繩索交叉'], 'back_menu': ['坐姿划船'], 'shoulder_menu': ['槓鈴肩推', 'YTWL肩部訓練'], 'hand_menu': ['反手彎舉', '骷髏破碎機'], 'leg_menu': ['踢腿'], 'belly_menu': []}",9.196505687383322,3
User_7371,1,59,84.7,237,375,413,362,208,401,237,375,413,362,208,401,"{'chest_menu': ['蝴蝶機夾胸'], 'back_menu': ['單臂啞鈴划船', '單臂高位下拉'], 'shoulder_menu': ['T字俯臥撐'], 'hand_menu': ['反向握法彎舉', '鎚式彎舉'], 'leg_menu': ['驢子踢腿'], 'belly_menu': ['鳥狗式']}",9.668279389103706,2
User_7372,0,61,95.3,436,222,230,437,377,492,436,222,230,437,377,492,"{'chest_menu': ['跪姿伏地挺身'], 'back_menu': ['單臂啞鈴划船'], 'shoulder_menu': ['蝴蝶機反向飛鳥'], 'hand_menu': ['集中彎舉', '過頭啞鈴伸展', '骷髏破碎機'], 'leg_menu': ['踢腿'], 'belly_menu': ['提膝仰臥起坐', '自行車式仰臥起坐']}",11.110775492074897,3
User_7373,0,22,83.4,450,385,333,367,494,243,450,385,333,367,494,243,"{'chest_menu': [], 'back_menu': [], 'shoulder_menu': ['前平舉'], 'hand_menu': [], 'leg_menu': [], 'belly_menu': []}",1.243065907283574,1
User_7374,1,38,88.7,479,495,378,430,359,348,479,495,378,430,359,348,"{'chest_menu': ['蝴蝶機夾胸', '繩索交叉'], 'back_menu': ['單臂高位下拉'], 'shoulder_menu': ['坐姿啞鈴肩推', 'T字俯臥撐', 'YTWL肩部訓練', '阿諾推舉'], 'hand_menu': ['反向握法彎舉', '二頭彎舉', '啞鈴過頭伸展', '三頭伸展'], 'leg_menu': ['髖部推力', '槓鈴過頭深蹲'], 'belly_menu': ['眼鏡蛇式']}",17.571529959050856,5
User_7375,1,52,86.3,435,281,421,227,488,451,435,281,421,227,488,451,"{'chest_menu': ['臥推', '上斜槓鈴臥推', '彈力帶胸部推舉'], 'back_menu': ['Cable機器划船', '寬握引體向上'], 'shoulder_menu': ['坐姿啞鈴肩推', '站姿啞鈴肩推', '阿諾推舉'], 'hand_menu': ['骷髏破碎機'], 'leg_menu': ['硬舉'], 'belly_menu': ['V字起坐', '仰臥抬腿']}",15.5158318004513,4
User_7376,1,31,85.8,415,341,382,460,370,483,415,341,382,460,370,483,"{'chest_menu': [], 'back_menu': [], 'shoulder_menu': [], 'hand_menu': [], 'leg_menu': [], 'belly_menu': ['眼鏡蛇式']}",0.8765281352007435,1
User_7377,0,55,97.2,488,274,486,280,398,393,488,274,486,280,398,393,"{'chest_menu': [], 'back_menu': [], 'shoulder_menu': [], 'hand_menu': [], 'leg_menu': ['側臥抬腿', '抬腿'], 'belly_menu': []}",1.4017651180758803,1
User_7378,0,65,89.4,231,333,377,306,455,486,231,333,377,306,455,486,"{'chest_menu': ['吊環飛鳥'], 'back_menu': ['引體向上', '划船'], 'shoulder_menu': ['啞鈴推舉'], 'hand_menu': ['Zottman彎舉', '二頭彎舉'], 'leg_menu': ['小腿提踵'], 'belly_menu': ['超人式']}",10.78068661778306,5
User_7379,0,36,59.9,385,453,267,390,317,439,385,453,267,390,317,439,"{'chest_menu': ['繩索交叉'], 'back_menu': ['繩索下拉'], 'shoulder_menu': ['蝴蝶機反向飛鳥'], 'hand_menu': ['彈力帶三頭肌伸展', '反手彎舉', '三頭伸展', '鎚式彎舉', '二頭彎舉'], 'leg_menu': ['深蹲'], 'belly_menu': []}",12.115035272372685,4
User_7380,0,65,88.5,275,236,461,262,357,329,275,236,461,262,357,329,"{'chest_menu': ['上斜啞鈴臥推'], 'back_menu': ['吊環引體向上', 'Cable機器划船', '滑輪下拉', '反向高位下拉'], 'shoulder_menu': ['俯身側平舉'], 'hand_menu': ['鎚式彎舉'], 'leg_menu': ['深蹲'], 'belly_menu': ['俄羅斯轉體', '棒式側邊抬腿', '懸吊式抬腿']}",13.615482423118426,4
User_7381,0,58,79.7,360,341,483,356,477,252,360,341,483,356,477,252,"{'chest_menu': ['蝴蝶機夾胸', '上斜啞鈴臥推'], 'back_menu': ['繩索下拉'], 'shoulder_menu': ['肩上推舉', '啞鈴推舉'], 'hand_menu': ['反手彎舉', '反向握法彎舉'], 'leg_menu': ['彈力帶深蹲', '側弓步', '驢子踢腿', '踢腿'], 'belly_menu': ['傑克刀', '眼鏡蛇式']}",14.676028968374126,3
User_7382,1,28,82.1,236,231,410,401,275,208,236,231,410,401,275,208,"{'chest_menu': ['上斜槓鈴臥推', '上斜啞鈴臥推', '彈力帶胸部推舉'], 'back_menu': ['地雷管划船'], 'shoulder_menu': ['側平舉', 'T字俯臥撐', '坐姿啞鈴肩推'], 'hand_menu': ['三頭伸展'], 'leg_menu': ['踢腿'], 'belly_menu': ['眼鏡蛇式', '懸垂舉腿', '超人式']}",14.542246265313512,4
User_7383,0,26,91.4,399,216,243,465,332,449,399,216,243,465,332,449,"{'chest_menu': ['窄距臥推', '臥推'], 'back_menu': ['反向划船'], 'shoulder_menu': ['臉拉', '槓鈴肩推', '阿諾推舉', '啞鈴推舉'], 'hand_menu': ['二頭彎舉', '鋼索三頭肌下壓'], 'leg_menu': ['直腿硬舉', '羅馬尼亞硬舉'], 'belly_menu': ['俄羅斯轉體']}",15.677803471636231,5
User_7384,0,58,93.6,333,264,473,399,421,462,333,264,473,399,421,462,"{'chest_menu': ['啞鈴臥推'], 'back_menu': ['反向划船'], 'shoulder_menu': ['前平舉', '臉拉'], 'hand_menu': ['集中彎舉'], 'leg_menu': ['俄羅斯深蹲', '後踢腿', '槓鈴過頭深蹲'], 'belly_menu': ['自行車式仰臥起坐']}",10.127935841514638,5
